-2.98429,    0.219459,    2,    0.573784,    0.100473,    2.37043,    -1.10783,    
-2.98429,    0.219459,    2,    0.573784,    0.630362,    2.05487,    -0.781788,    
-2.98429,    0.219459,    2,    0.573784,    0.846086,    1.83453,    -0.702246,    
-2.98429,    0.219459,    2,    0.573784,    1.01437,    1.63189,    -0.674831,    
-2.98429,    0.219459,    2,    0.573784,    1.17268,    1.43465,    -0.680812,    
-2.98429,    0.219459,    2,    0.573784,    1.34615,    1.23412,    -0.721743,    
-2.98429,    0.219459,    2,    0.573784,    1.57563,    1.01968,    -0.82122,    
-2.98429,    0.219459,    2,    0.573784,    2.15497,    0.73219,    -1.2022,    
-2.98429,    0.219459,    2,    0.573784,    -0.221555,    1.63696,    -1.25355,    
-2.98429,    0.219459,    2,    0.573784,    0.101013,    1.45869,    -0.886553,    
-2.98429,    0.219459,    2,    0.573784,    0.253506,    1.31127,    -0.703577,    
-2.98429,    0.219459,    2,    0.573784,    0.368649,    1.1617,    -0.555851,    
-2.98429,    0.219459,    2,    0.573784,    0.463373,    1.00401,    -0.421274,    
-2.98429,    0.219459,    2,    0.573784,    0.543774,    0.830443,    -0.284712,    
-2.98429,    0.219459,    2,    0.573784,    0.607349,    0.624556,    -0.121173,    
-2.98429,    0.219459,    2,    0.573784,    0.514184,    0.25826,    0.339002,    
-2.98429,    0.219459,    2,    0.573784,    -0.507611,    0.897457,    -1.16127,    
-2.98429,    0.219459,    2,    0.573784,    -0.507611,    0.897457,    -0.63767,    
-2.98429,    0.219459,    2,    0.573784,    -0.507611,    0.897457,    -0.339979,    
-2.98429,    0.219459,    2,    0.573784,    -0.507611,    0.897457,    -0.0781795,    
-2.98429,    0.219459,    2,    0.573784,    -0.507611,    0.897457,    0.174501,    
-2.98429,    0.219459,    2,    0.573784,    -0.507611,    0.897457,    0.4363,    
-2.98429,    0.219459,    2,    0.573784,    -0.507611,    0.897457,    0.733991,    
-2.98429,    0.219459,    2,    0.573784,    -0.507611,    0.897457,    1.25759,    
-2.98429,    0.219459,    2,    0.573784,    -1.59365,    0.323847,    -0.209291,    
-2.98429,    0.219459,    2,    0.573784,    -1.60608,    0.691903,    0.176256,    
-2.98429,    0.219459,    2,    0.573784,    -1.53167,    0.8953,    0.335066,    
-2.98429,    0.219459,    2,    0.573784,    -1.44439,    1.06544,    0.47193,    
-2.98429,    0.219459,    2,    0.573784,    -1.34353,    1.21858,    0.608992,    
-2.98429,    0.219459,    2,    0.573784,    -1.22193,    1.36193,    0.760848,    
-2.98429,    0.219459,    2,    0.573784,    -1.06191,    1.50006,    0.949727,    
-2.98429,    0.219459,    2,    0.573784,    -0.728049,    1.65583,    1.32664,    
-2.98429,    0.219459,    2,    0.573784,    -3.04112,    0.771163,    1.10783,    
-2.98429,    0.219459,    2,    0.573784,    -2.51123,    1.08672,    0.781788,    
-2.98429,    0.219459,    2,    0.573784,    -2.29551,    1.30706,    0.702246,    
-2.98429,    0.219459,    2,    0.573784,    -2.12722,    1.5097,    0.674831,    
-2.98429,    0.219459,    2,    0.573784,    -1.96891,    1.70694,    0.680812,    
-2.98429,    0.219459,    2,    0.573784,    -1.79544,    1.90748,    0.721743,    
-2.98429,    0.219459,    2,    0.573784,    -1.56597,    2.12192,    0.82122,    
-2.98429,    0.219459,    2,    0.573784,    -0.986618,    2.4094,    1.2022,    
-2.98429,    0.219459,    2,    0.573784,    2.92004,    1.50463,    1.25355,    
-2.98429,    0.219459,    2,    0.573784,    -3.04058,    1.6829,    0.886553,    
-2.98429,    0.219459,    2,    0.573784,    -2.88809,    1.83032,    0.703577,    
-2.98429,    0.219459,    2,    0.573784,    -2.77294,    1.97989,    0.555851,    
-2.98429,    0.219459,    2,    0.573784,    -2.67822,    2.13758,    0.421274,    
-2.98429,    0.219459,    2,    0.573784,    -2.59782,    2.31115,    0.284712,    
-2.98429,    0.219459,    2,    0.573784,    -2.53424,    2.51704,    0.121173,    
-2.98429,    0.219459,    2,    0.573784,    -2.62741,    2.88333,    -0.339002,    
-2.98429,    0.219459,    2,    0.573784,    2.63398,    2.24414,    1.16127,    
-2.98429,    0.219459,    2,    0.573784,    2.63398,    2.24414,    0.63767,    
-2.98429,    0.219459,    2,    0.573784,    2.63398,    2.24414,    0.339979,    
-2.98429,    0.219459,    2,    0.573784,    2.63398,    2.24414,    0.0781795,    
-2.98429,    0.219459,    2,    0.573784,    2.63398,    2.24414,    -0.174501,    
-2.98429,    0.219459,    2,    0.573784,    2.63398,    2.24414,    -0.4363,    
-2.98429,    0.219459,    2,    0.573784,    2.63398,    2.24414,    -0.733991,    
-2.98429,    0.219459,    2,    0.573784,    2.63398,    2.24414,    -1.25759,    
-2.98429,    0.219459,    2,    0.573784,    1.54794,    2.81775,    0.209291,    
-2.98429,    0.219459,    2,    0.573784,    1.53551,    2.44969,    -0.176256,    
-2.98429,    0.219459,    2,    0.573784,    1.60993,    2.24629,    -0.335066,    
-2.98429,    0.219459,    2,    0.573784,    1.6972,    2.07616,    -0.47193,    
-2.98429,    0.219459,    2,    0.573784,    1.79806,    1.92301,    -0.608992,    
-2.98429,    0.219459,    2,    0.573784,    1.91966,    1.77967,    -0.760848,    
-2.98429,    0.219459,    2,    0.573784,    2.07968,    1.64154,    -0.949727,    
-2.98429,    0.219459,    2,    0.573784,    2.41354,    1.48576,    -1.32664,    
